Expt,site,block,plot_1,plot_2,N,P,K,Treatment,cup_no,pctC,pctN,CN-Samp-Code,TotC.gC,TotC.mgC,TotC.mgg,TotN.gN,TotN.mgN,TotN.mgg,SitexBlockxPlot,ID_indiv_reps,SitexTrt,ID,resp_day_0,cup_wt_g,fresh-soil_wt_g,dry-soil_wt_1_g,dry-soil_wt_2_g,dry-soil_final_wt_g,sample_volume_ml_11-17-12,jar_volume_ml,jar_volume_L,mmol_air_first-draw,mmol_air_second-draw,mmol_air_third-draw,Date_0,Hours_0,Minutes_0,Seconds_0,time-calc-1,time-calc-2,days-since-incub-start_0,seconds-from-midnight_d0,Area_0,ppm_0,mgC-CO2_0,notes_0,Date_1,Hours_1,Minutes_1,Seconds_1,time-calc-1,time-calc-2,seconds-from-midnight_d0,Area_1,days-since-incub-start_1,ppm_1,mgC-CO2_1,seconds-elapsed_0-1,hours-elapsed_0-1,days-elapsed_0-1,mgC-CO2-pergsoil-perday_1,mgC-CO2-pergsoil-perday_1_w_NA,notes_1,Date_2,Hours_2,Minutes_2,Seconds_2,time-calc-1,time-calc-2,seconds-from-midnight_d0,Area_2,days-since-incub-start_2,ppm_2,mgC-CO2_2,seconds-elapsed_0-2,hours-elapsed_0-2,days-elapsed_0-1,mgC-CO2-pergsoil-perday_2,mgC-CO2-pergsoil-perday_2_w_NA,notes_2,INCUB_DAYS,NOTES,RESP_C
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41158,,,,3,,4,41621.48936,462.9,582.4676525,0.280397952,,41159,,,,27,,125515.3191,732,5,946.1210251,0.45262758,83893.82979,23.30384161,0.9709934,0.003691839,0.003691839,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,5,0,0.003691839
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41166,9,22,30,1,,12,33750,267.6,560.68706,0.269912849,,41167,10,25,0,1,,123900,418.2,13,935.0168512,0.447315305,90150,25.04166667,1.043402778,0.003538823,0.003538823,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,13,0,0.003538823
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41170,15,59,45,1,,16,57585,256.9,529.2527524,0.25478048,,41171,17,20,0,1,,148800,411.3,17,894.5349386,0.427948617,91215,25.3375,1.055729167,0.003414025,0.003414025,,41172,10,45,40,1,,211540,527.8,18,1144.507628,0.547536419,153955,42.76527778,1.781886574,0.003419612,0.003419612,,18,0,0.003419612
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41176,14,33,0,1,,22,52380,240,472.3542501,0.227389734,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41178,17,55,40,1,,237340,584.1,24,780.136407,0.373219963,184960,51.37777778,2.140740741,0.001417864,0.001417864,,24,0,0.001417864
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41187,,,,75,,33,54836.64179,401.3,536.962146,0.258491756,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41189,,,,75,,223317.0149,801.6,35,1015.957309,0.4860375,168480.3731,46.80010365,1.950004319,0.002428759,0.002428759,,35,0,0.002428759
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41195,,,,75,,41,63570.16484,346.9,448.1738674,0.215749379,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41197,,,,75,,223743.7363,795.6,43,979.1156192,0.468412308,160173.5714,44.49265873,1.85386078,0.002836714,0.002836714,,43,0,0.002836714
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41201,,,,75,,47,34976.41791,476.1,583.509434,0.280899462,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41203,,,,75,,207681.791,835.2,49,1019.416147,0.48769222,172705.3731,47.97371476,1.998904782,0.00215325,0.00215325,,49,0,0.00215325
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41215,,,,3,,61,46617.31343,375,504.6970539,0.24295945,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41217,,,,75,,216192.6214,666,63,902.8734683,0.431937799,169575.3079,47.1042522,1.962677175,0.002004077,0.002004077,,63,0,0.002004077
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41224,,,,75,,70,50570.53398,463.9,639.067701,0.307645023,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41226,,,,,,235795.1456,754.9,72,1044.37668,0.499633426,185224.6117,51.45128101,2.143803376,0.00186398,0.00186398,,72,0,0.00186398
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41241,,,,27,,87,68503.48101,419.1,593.2872074,0.285606449,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41243,,,,75,,236589.4369,646.8,89,927.1701749,0.443561427,168085.9559,46.6905433,1.945439304,0.001689923,0.001689923,,89,0,0.001689923
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41262,,,,75,,108,57840.43689,393.6,526.5015997,0.253456084,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41264,,,,,,215028.5437,681.6,110,911.267722,0.435953639,157188.1068,43.663363,1.819306792,0.002087865,0.002087865,,110,0,0.002087865
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41292,,,,,,138,35527.28155,519.3,713.3513437,0.343404917,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41294,,,,,,209128.7379,720.5,140,976.2510449,0.467041886,173601.4563,48.22262675,2.009276115,0.001280737,0.001280737,,140,0,0.001280737
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41323,,,,75,,169,39963.96117,359.2,519.2880895,0.249983525,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41325,,,,75,,209819.7087,564.6,171,816.4923123,0.390612754,169855.7476,47.1821521,1.965923004,0.001488882,0.001488882,,171,0,0.001488882
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41379,,,,75,,225,46944.75728,363.5,496.9141194,0.239212771,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41381,,,,75,,210903.3689,403,227,550.7825707,0.263496292,163958.6117,45.54405879,1.897669116,0.000266344,0.000266344,,227,0,0.000266344
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41435,,,,,,281,61649.70874,360.6,516.3875852,0.248587232,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41437,,,,,,232865.8252,411.3,283,593.1322751,0.283756538,171216.1165,47.56003236,1.981668015,0.000369389,0.000369389,,283,0,0.000369389
ChronicN,cdcr.chronicN,Norris,6,N,1,,,N,176,0.845,0.068,CER-134,0.405980811,405.9808108,8.45,0.032670645,32.67064513,0.68,cdcr.chronicNbNorrisp6N,85,cdcr.chronicNN,14,41154,8.974,49.04,48.04506636,NA,48.04506636,35,965,0.965,40.11638399,39.8669557,39.6175274,41532,,,,,,378,52552.94118,396,510.0994144,0.245560128,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41534,,,,,,228676.2222,490.8,380,642.1551724,0.307209262,176123.281,48.92313362,2.038463901,0.00062947,0.00062947,,380,0,0.00062947
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41154,15,51,45,,,0,57105,401,525.5782408,0.251700641,,41155,17,49,20,,,150560,1764,1,2363.29083,1.124711814,93455,25.95972222,1.081655093,0.016927152,0.016927152,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,1,0,0.016927152
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41158,,,,7,,4,38853.91304,416.7,521.4695009,0.249732956,,41159,,,,31,,124163.8298,1373,5,1806.177378,0.859576405,85309.91674,23.6971991,0.987383296,0.012953451,0.012953451,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,5,0,0.012953451
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41166,,,,31,,12,67225.58824,253.3,525.9698956,0.251888206,,41167,,,,31,,151707.0588,680.6,13,1566.697159,0.745605569,84481.47059,23.46707516,0.977794798,0.010589698,0.010589698,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,13,0,0.010589698
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41170,,,,20,,16,62655.96774,358.3,766.7791052,0.367212296,,41171,,,,31,,151020.8219,775,17,1753.127951,0.834329695,88364.85418,24.54579283,1.022741368,0.009578844,0.009578844,,41172,,,,20,,213907.0968,1082,18,2425.598706,1.154364704,151251.129,42.01420251,1.750591771,0.009430329,0.009430329,,18,0,0.009430329
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41176,,,,20,,22,57479.51613,363.5,747.165109,0.357819108,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41178,,,,20,,239971.9355,1751,24,2371.87014,1.128794786,182492.4194,50.69233871,2.11218078,0.007655305,0.007655305,,24,0,0.007655305
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41187,,,,31,,33,52029.1791,393,525.6604031,0.251739989,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41189,,,,31,,222141.4925,1774,35,2273.913325,1.082176238,170112.3134,47.2534204,1.968892517,0.008845801,0.008845801,,35,0,0.008845801
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41195,,,,31,,41,61144.12088,393.4,509.2375575,0.24387505,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41197,,,,31,,222433.4066,1985,43,2459.389421,1.170446016,161289.2857,44.80257937,1.86677414,0.010409738,0.010409738,,43,0,0.010409738
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41201,,,,31,,47,31651.79104,457.2,559.89329,0.268134198,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41203,,,,31,,206539.1045,2215,49,2707.244893,1.288402712,174887.3134,48.57980929,2.02415872,0.010571164,0.010571164,,49,0,0.010571164
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41215,,,,31,,61,36292.39437,431.8,583.6297943,0.279501665,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41217,,,,31,,215043.4951,629.7,63,852.8941209,0.405900146,178751.1008,49.65308355,2.068878481,0.001281326,0.001281326,,63,0,0.001281326
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41224,,,,31,,70,48132.37864,467.8,644.5684062,0.308685308,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41226,,,,,,234680.1942,1516,72,2121.354181,1.00957194,186547.8155,51.81883765,2.159118235,0.006808074,0.006808074,,72,0,0.006808074
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41241,,,,,,87,66808.63636,393.3,555.3069336,0.265937782,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41243,,,,31,,235620.5825,746.6,89,1075.109695,0.511654579,168811.9462,46.89220727,1.953841969,0.002637535,0.002637535,,89,0,0.002637535
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41262,,,,31,,108,56145.58252,416.7,558.6340242,0.267531133,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41264,,,,,,214188.0583,931.7,110,1255.520991,0.597513972,158042.4757,43.9006877,1.829195321,0.003783417,0.003783417,,110,0,0.003783417
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41292,,,,,,138,33239.70874,502,688.7530215,0.329845423,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41294,,,,,,207791.6505,1226,140,1680.486208,0.799758822,174551.9417,48.48665049,2.020277104,0.004878202,0.004878202,,140,0,0.004878202
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41323,,,,31,,169,38325.28155,432.1,629.4755139,0.301457287,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41325,,,,31,,208749.6117,832.6,171,1220.471812,0.580833746,170424.3301,47.34009169,1.972503821,0.002970468,0.002970468,,171,0,0.002970468
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41379,,,,31,,225,45503.00971,389.6,534.9053857,0.256167433,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41381,,,,31,,209860.8252,777.5,227,1096.541825,0.521854326,164357.8155,45.65494876,1.902289532,0.002929182,0.002929182,,227,0,0.002929182
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41435,,,,,,281,59919.61165,430.3,621.9137017,0.297835918,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41437,,,,,,231827.767,796,283,1174.689342,0.559045448,171908.1553,47.75226537,1.989677724,0.002753336,0.002753336,,283,0,0.002753336
NutNet,cdcr.nutnet,1,11,,0,0,0,Control,131,1.345,0.076,CER-081,0.641312031,641.312031,13.45,0.036237706,36.23770584,0.76,cdcr.nutnetb1p11,86,cdcr.nutnetControl,15,41154,8.889,49.824,47.73067938,47.6811919,47.6811919,40,960,0.96,39.90852708,39.65909878,39.40967049,41532,,,,,,378,50844.70588,375.5,482.1816696,0.230917923,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41534,,,,,,227703.3333,654.9,380,866.7036125,0.41247221,176858.6275,49.12739651,2.046974855,0.001860145,0.001860145,,380,0,0.001860145
NutNet,cdcr.nutnet,1,12,,1,0,1,NK,137,2.306,0.161,CER-082,1.083510877,1083.510877,23.06,0.075648418,75.6484177,1.61,cdcr.nutnetb1p12,87,cdcr.nutnetNK,20,41154,8.884,49.388,47.040559,46.98659484,46.98659484,45,955,0.955,39.70067017,39.45124187,39.20181358,41154,15,57,15,,,0,57435,438.1,577.4590966,0.275106158,,41155,17,52,0,,,150720,1134,1,1508.705914,0.714243863,93285,25.9125,1.0796875,0.008656228,0.008656228,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,1,0,0.008656228
NutNet,cdcr.nutnet,1,12,,1,0,1,NK,137,2.306,0.161,CER-082,1.083510877,1083.510877,23.06,0.075648418,75.6484177,1.61,cdcr.nutnetb1p12,87,cdcr.nutnetNK,20,41154,8.884,49.388,47.040559,46.98659484,46.98659484,45,955,0.955,39.70067017,39.45124187,39.20181358,41158,,,,13,,4,39127.82609,376.6,468.5252179,0.223209182,,41159,,,,37,,124296.5957,888.2,5,1155.70106,0.547126105,85168.76966,23.65799157,0.985749649,0.006993475,0.006993475,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,5,0,0.006993475
NutNet,cdcr.nutnet,1,12,,1,0,1,NK,137,2.306,0.161,CER-082,1.083510877,1083.510877,23.06,0.075648418,75.6484177,1.61,cdcr.nutnetb1p12,87,cdcr.nutnetNK,20,41154,8.884,49.388,47.040559,46.98659484,46.98659484,45,955,0.955,39.70067017,39.45124187,39.20181358,41166,,,,2,,12,68158.42105,229.5,468.1888808,0.223048948,,41167,,,,2,,152242.6087,505.9,13,1146.138662,0.542599123,84084.18764,23.35671879,0.973196616,0.006988187,0.006988187,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,13,0,0.006988187
NutNet,cdcr.nutnet,1,12,,1,0,1,NK,137,2.306,0.161,CER-082,1.083510877,1083.510877,23.06,0.075648418,75.6484177,1.61,cdcr.nutnetb1p12,87,cdcr.nutnetNK,20,41154,8.884,49.388,47.040559,46.98659484,46.98659484,45,955,0.955,39.70067017,39.45124187,39.20181358,41170,,,,26,,16,62940.48387,322.7,683.3872101,0.325571163,,41171,,,,37,,151176.9863,423.8,17,924.0439093,0.437456157,88236.50243,24.51013956,1.021255815,0.00233165,0.00233165,,41172,,,,26,,214073.5484,473.8,18,1019.680999,0.482732181,151133.0645,41.98140681,1.749225284,0.001912164,0.001912164,,18,0,0.001912164
NutNet,cdcr.nutnet,1,12,,1,0,1,NK,137,2.306,0.161,CER-082,1.083510877,1083.510877,23.06,0.075648418,75.6484177,1.61,cdcr.nutnetb1p12,87,cdcr.nutnetNK,20,41154,8.884,49.388,47.040559,46.98659484,46.98659484,45,955,0.955,39.70067017,39.45124187,39.20181358,41176,,,,26,,22,57787.25806,357.1,732.9238985,0.349170839,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41178,,,,26,,240120.9677,1284,24,1734.84927,0.821303498,182333.7097,50.64825269,2.110343862,0.004761424,0.004761424,,24,0,0.004761424
NutNet,cdcr.nutnet,1,12,,1,0,1,NK,137,2.306,0.161,CER-082,1.083510877,1083.510877,23.06,0.075648418,75.6484177,1.61,cdcr.nutnetb1p12,87,cdcr.nutnetNK,20,41154,8.884,49.388,47.040559,46.98659484,46.98659484,45,955,0.955,39.70067017,39.45124187,39.20181358,41187,,,,37,,33,52412.01493,522.1,701.4501634,0.334176499,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41189,,,,37,,222301.791,1153,35,1470.549806,0.696180193,169889.7761,47.19160448,1.966316853,0.00391819,0.00391819,,35,0,0.00391819
NutNet,cdcr.nutnet,1,12,,1,0,1,NK,137,2.306,0.161,CER-082,1.083510877,1083.510877,23.06,0.075648418,75.6484177,1.61,cdcr.nutnetb1p12,87,cdcr.nutnetNK,20,41154,8.884,49.388,47.040559,46.98659484,46.98659484,45,955,0.955,39.70067017,39.45124187,39.20181358,41195,,,,37,,41,61474.94505,401,519.2178595,0.247359564,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41197,,,,37,,222612.0879,1047,43,1291.996764,0.611650522,161137.1429,44.76031746,1.865013228,0.004157119,0.004157119,,43,0,0.004157119
NutNet,cdcr.nutnet,1,12,,1,0,1,NK,137,2.306,0.161,CER-082,1.083510877,1083.510877,23.06,0.075648418,75.6484177,1.61,cdcr.nutnetb1p12,87,cdcr.nutnetNK,20,41154,8.884,49.388,47.040559,46.98659484,46.98659484,45,955,0.955,39.70067017,39.45124187,39.20181358,41201,,,,37,,47,32105.14925,528.1,648.4850681,0.308943502,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41203,,,,37,,206694.9254,1391,49,1699.293823,0.804471019,174589.7761,48.49716003,2.020715001,0.005219017,0.005219017,,49,0,0.005219017
NutNet,cdcr.nutnet,1,12,,1,0,1,NK,137,2.306,0.161,CER-082,1.083510877,1083.510877,23.06,0.075648418,75.6484177,1.61,cdcr.nutnetb1p12,87,cdcr.nutnetNK,20,41154,8.884,49.388,47.040559,46.98659484,46.98659484,45,955,0.955,39.70067017,39.45124187,39.20181358,41215,,,,37,,61,36578.87324,405.8,547.4986103,0.260832741,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41217,,,,37,,215200.1942,1091,63,1488.031117,0.704456106,178621.3209,49.61703359,2.0673764,0.004566894,0.004566894,,63,0,0.004566894
NutNet,cdcr.nutnet,1,12,,1,0,1,NK,137,2.306,0.161,CER-082,1.083510877,1083.510877,23.06,0.075648418,75.6484177,1.61,cdcr.nutnetb1p12,87,cdcr.nutnetNK,20,41154,8.884,49.388,47.040559,46.98659484,46.98659484,45,955,0.955,39.70067017,39.45124187,39.20181358,41224,,,,37,,70,48464.85437,558.9,773.0592384,0.368291638,,,,,,,,,,-41154,,0,,0,0,#DIV/0!,#DIV/0!,,41226,,,,,,234832.233,657.4,72,906.41149,0.429108707,186367.3786,51.76871629,2.157029845,0.000600061,0.000600061,,72,0,0.000600061
